gene_symbol	mean_log_expression	variance_log_expression	dispersion_score	hvg_rank
PIDD1	0.018448368	0.026663918	1.4452484	1599
BST1	0.27533856	0.39793172	1.4452399	1600
ZFP74	0.020910596	0.030219419	1.4451034	1601
A130014A01RIK	0.019196218	0.02774155	1.4450817	1602
NEK1	0.03453541	0.0499073	1.4450634	1603
GM9493	0.020851826	0.030133568	1.4450592	1604
1110019D14RIK	0.012024072	0.017376209	1.4449983	1605
DHRS13	0.010719158	0.01549006	1.444947	1606
CBARP	0.01746473	0.025235876	1.4448795	1607
KRTCAP3	0.01557304	0.02250114	1.4447851	1608
GPR68	0.048708897	0.07037474	1.444773	1609
4931440P22RIK	0.039415434	0.056947436	1.4447639	1610
SNORA57	0.017242897	0.024912564	1.4447176	1611
PEG13	0.048698366	0.070347644	1.444529	1612
TANGO6	0.013434997	0.019408002	1.444478	1613
DPY19L3	0.03374524	0.048744626	1.4444462	1614
PNPLA7	0.113999486	0.16466033	1.4443828	1615
CEP85	0.0388521	0.056117956	1.4443624	1616
ZMYM6	0.021966932	0.031727068	1.4442446	1617
DDIT4	0.3348366	0.4835711	1.4441959	1618
PPP4R1L-PS	0.034378953	0.049650278	1.4441637	1619
SIRT5	0.012790371	0.018470693	1.4439964	1620
GM26610	0.012666629	0.018290954	1.443913	1621
SMIM5	0.031952467	0.046134382	1.443799	1622
KIF3A	0.031631913	0.045668118	1.44369	1623
LOCKD	0.04771086	0.06887771	1.4436183	1624
APBB2	0.01343295	0.019393157	1.443593	1625
1700052K11RIK	0.017346544	0.025042271	1.4435629	1626
ELOVL6	0.042513415	0.061369002	1.4434869	1627
2310015A10RIK	0.024119016	0.034811027	1.4432423	1628
FMNL3	0.08487591	0.12249231	1.4431759	1629
KCTD14	0.05144725	0.07424516	1.4431038	1630
LEFTY1	0.018660076	0.02692897	1.4430556	1631
GVIN1	0.04741506	0.06842169	1.4430068	1632
FCGR1	0.54099065	0.7805526	1.4428182	1633
PER2	0.014163017	0.020434821	1.4427277	1634
SACS	0.053893674	0.07774572	1.4425492	1635
ZFP931	0.021459233	0.03095235	1.4423119	1636
GALNT12	0.03903979	0.056304183	1.4421886	1637
GRINA	0.7601788	1.0961559	1.4419692	1638
HSD17B7	0.030778958	0.04438043	1.4418613	1639
MFNG	0.09761814	0.14075102	1.4418384	1640
PITPNC1	0.16803807	0.24228324	1.4418268	1641
GCFC2	0.025041964	0.036105283	1.4417336	1642
GPRASP1	0.03251503	0.04687705	1.4416597	1643
ADAMTS6	0.020551695	0.029628843	1.4416038	1644
HERC6	0.18472898	0.26630446	1.4415877	1645
SLC39A8	0.010749702	0.015497191	1.441505	1646
PLA2G7	0.5668208	0.8170147	1.441396	1647
1600014C10RIK	0.29469624	0.42477483	1.4413939	1648
CKAP2	0.0404071	0.05824315	1.4413732	1649
CREB5	0.071962096	0.10372225	1.4413257	1650
ATG2A	0.16010097	0.23075643	1.4413092	1651
C87436	0.07639207	0.1101047	1.4412918	1652
FAM199X	0.0311605	0.044909537	1.4411867	1653
RFX3	0.023615105	0.034031123	1.4410133	1654
MT1	0.68989974	0.994143	1.4409943	1655
SLC28A2	0.13078484	0.18845181	1.440919	1656
OAS1C	0.026455835	0.03812068	1.4408633	1657
GM7429	0.010591913	0.015261868	1.4407622	1658
FRY	0.05659741	0.08153092	1.4405161	1659
CHST15	0.086133465	0.12407486	1.4404787	1660
GM43672	0.019516096	0.02811189	1.4403726	1661
FUT7	0.022413779	0.03228446	1.4403203	1662
TRAF4	0.026806362	0.038610253	1.4402854	1663
NUP35	0.034343995	0.049466234	1.440275	1664
QPCT	0.13010982	0.18736337	1.4400291	1665
NGFR	0.013988563	0.020144552	1.43997	1666
RAB11FIP1	0.26841027	0.38647336	1.4398551	1667
ABTB1	0.08559602	0.123246595	1.4398469	1668
PRDM9	0.020273369	0.029190075	1.4397526	1669
XKR8	0.010853513	0.015626727	1.4396524	1670
MAML3	0.04910491	0.070694685	1.4396371	1671
ZKSCAN8	0.028351808	0.04081428	1.4395145	1672
PRELID2	0.03949524	0.056847915	1.4393247	1673
HMGB1-PS5	0.024596797	0.03540242	1.4392517	1674
GM47242	0.020975491	0.030190244	1.4392419	1675
MAGI3	0.029588042	0.042582106	1.4391174	1676
CEP57L1	0.03324109	0.047836453	1.4390328	1677
NDRG2	0.013803495	0.01986433	1.4389755	1678
ZFP235	0.0110210385	0.015859576	1.4388968	1679
SPEF1	0.0126157785	0.01815408	1.4388839	1680
GM12350	0.0112998905	0.016257541	1.4386071	1681
ZBTB39	0.017239854	0.024802625	1.4385961	1682
GATSL3	0.0305966	0.044015605	1.4385313	1683
GM15922	0.011634505	0.016735414	1.4383057	1684
GM15708	0.012930684	0.018599438	1.4382843	1685
AGAP1	0.03620458	0.052069787	1.4381703	1686
MCMDC2	0.011575165	0.016648395	1.4381615	1687
EPHA2	0.043242093	0.062189303	1.4381326	1688
KBTBD3	0.041776337	0.06007967	1.4380925	1689
LPAR6	0.27730417	0.39874184	1.437917	1690
SCYL3	0.07220945	0.10382313	1.4377855	1691
GM4754	0.013931747	0.020030811	1.4376786	1692
ODC1	0.16303012	0.23437792	1.437627	1693
ZFP994	0.037311953	0.0536418	1.4376189	1694
ZFP869	0.021157155	0.030413542	1.4374382	1695
ZBTB26	0.013090878	0.018818354	1.4374068	1696
GM43305	0.011592327	0.016663354	1.4373229	1697
4933427D14RIK	0.039521307	0.056805592	1.4373046	1698
MOB3C	0.08223621	0.11819881	1.4372911	1699
ASTE1	0.023466868	0.03372972	1.4372724	1700
TMEM176A	0.5860838	0.8421612	1.4369271	1701
ACYP2	0.01318866	0.018951688	1.4368595	1702
TCEA2	0.010023391	0.014403596	1.436855	1703
GM11423	0.0122222705	0.017562082	1.4367744	1704
2510046G10RIK	0.013823931	0.019862996	1.436752	1705
2700038G22RIK	0.011324786	0.016271865	1.4367095	1706
ZFP945	0.040425226	0.05807955	1.43668	1707
NAT2	0.036465682	0.05239031	1.4366624	1708
WFDC18	0.018537287	0.026630696	1.4365242	1709
RABEP2	0.04295502	0.061703857	1.4364427	1710
MICU3	0.019558374	0.028092813	1.4362838	1711
ABHD15	0.01815223	0.026072841	1.4362646	1712
MLH3	0.028949985	0.0415812	1.4362619	1713
PRPF40B	0.010150439	0.014579788	1.4362286	1714
RNU11	0.108736046	0.15614897	1.4360237	1715
MSL3L2	0.010403382	0.01493982	1.4359162	1716
ACSS2	0.052716248	0.07569634	1.4358933	1717
KBTBD11	0.15948068	0.2289849	1.435807	1718
TCTN1	0.020677812	0.029687462	1.4356464	1719
CHD7	0.384307	0.55172586	1.4356346	1720
GM36266	0.010483432	0.015051807	1.435634	1721
MIS18BP1	0.050916497	0.073095925	1.4355758	1722
CD93	0.28053325	0.4027	1.4354752	1723
PPCS	0.028983688	0.041606795	1.435475	1724
E130308A19RIK	0.022098057	0.031720456	1.4353759	1725
TARM1	0.06199319	0.08898383	1.4353576	1726
FRMD6	0.017094348	0.024536751	1.4352882	1727
GK	0.100968584	0.14492022	1.4352858	1728
CASP4	0.2110296	0.30287337	1.4352107	1729
4933424M12RIK	0.013230604	0.018989947	1.435196	1730
DENND6B	0.015291751	0.021946475	1.43509	1731
FAM84B	0.024776088	0.035555426	1.4350123	1732
DZIP3	0.03821946	0.054846596	1.4350063	1733
1700096K18RIK	0.021290405	0.030549971	1.43485	1734
GALM	0.039203573	0.05625142	1.4348179	1735
SLC8A1	0.017673574	0.025359167	1.4347823	1736
HOPX	0.16412799	0.23547852	1.4347162	1737
GADD45B	0.8512536	1.2213044	1.434711	1738
CDK1	0.05875464	0.08429349	1.4346452	1739
PDLIM7	0.16588408	0.23796773	1.4345337	1740
RAB19	0.060539253	0.08684645	1.434524	1741
B3GNTL1	0.017031504	0.024432683	1.434474	1742
ABHD8	0.046474487	0.06666665	1.4344476	1743
TNFSF13B	0.026063608	0.037387196	1.4344047	1744
ITPR2	0.22692056	0.32548732	1.4343605	1745
IGHMBP2	0.020601688	0.029550795	1.4343175	1746
GMFG-PS	0.061095636	0.08762585	1.4342173	1747
GM37780	0.018659392	0.026761169	1.434116	1748
JMJD4	0.012198658	0.01749462	1.4340255	1749
OCSTAMP	0.01682568	0.02412758	1.4338883	1750
FZD5	0.01835397	0.026318545	1.4338647	1751
PHF11C	0.057083473	0.08184687	1.4337852	1752
LLPH-PS2	0.06657754	0.09545689	1.4337487	1753
LOXL3	0.010312901	0.014787315	1.4337267	1754
UBXN11	0.020451408	0.029323066	1.4337219	1755
SOAT2	0.044980098	0.06448925	1.4336967	1756
SCARNA2	0.0118852295	0.017039318	1.4335343	1757
GM7160	0.03878026	0.055592284	1.4334832	1758
TMC8	0.03778386	0.0541627	1.4334499	1759
ERC1	0.023837887	0.03417043	1.4333904	1760
CEACAM1	0.19820052	0.28409472	1.433363	1761
NADSYN1	0.017725075	0.025407514	1.4333413	1762
IFI27	0.13456024	0.19286986	1.433324	1763
2810402E24RIK	0.030188857	0.043270834	1.4332905	1764
GM26532	0.07277004	0.104296714	1.4332174	1765
D11WSU47E	0.028177409	0.04038564	1.4332123	1766
C1QTNF6	0.018199943	0.026085038	1.4331696	1767
CDC42BPG	0.025435532	0.03645268	1.4330838	1768
WDR24	0.028873658	0.041379314	1.4330668	1769
CCND1	0.59722817	0.8558593	1.43305	1770
TRP53RKA	0.052002933	0.07452372	1.43304	1771
SNX29	0.013682871	0.019609332	1.4330251	1772
CPEB2	0.17793857	0.25498137	1.4329661	1773
USP32	0.15561868	0.22298087	1.4328578	1774
TDPX-PS1	0.01030419	0.014765818	1.4328525	1775
ARSG	0.017698532	0.025360601	1.4328402	1776
4833418N02RIK	0.015722279	0.02252775	1.4327642	1777
SIGIRR	0.057782724	0.082784675	1.4326643	1778
TRIM62	0.014325504	0.020523457	1.4325516	1779
2810002D19RIK	0.017457338	0.025008453	1.4324647	1780
FBXL12	0.061149918	0.08759527	1.4324441	1781
A230001M10RIK	0.017883938	0.025619015	1.4324353	1782
ELMOD3	0.018805245	0.026937427	1.432366	1783
MCOLN2	0.016459126	0.023576101	1.432316	1784
GM26698	0.015068299	0.021581387	1.4321427	1785
CNR2	0.044901703	0.06430441	1.4320834	1786
ZFP125	0.012839818	0.018388864	1.4320632	1787
CD300LD	0.46848685	0.67085654	1.4319614	1788
HELLS	0.095265664	0.13641807	1.4319602	1789
GM28417	0.015556085	0.022276904	1.4319459	1790
GNPDA2	0.056494158	0.08089488	1.4318905	1791
YIPF2	0.028156122	0.040315636	1.4318095	1792
GGCT	0.04902601	0.07019725	1.4318078	1793
H2-T10	0.07025491	0.10059259	1.4318026	1794
CACNB1	0.011016346	0.015773376	1.4316857	1795
CRTC1	0.017681489	0.02531399	1.4315852	1796
PIBF1	0.09037618	0.12937964	1.431552	1797
PAFAH2	0.012221642	0.017497132	1.4315343	1798
AGK	0.029874904	0.04276622	1.4314619	1799
ZFP944	0.07098389	0.10161018	1.431434	1800
HIST1H4N	0.011686371	0.016728729	1.431351	1801
CDKN1C	0.010001454	0.014316366	1.4312854	1802
F730043M19RIK	0.014410368	0.020626297	1.4312518	1803
GM17491	0.015585284	0.02230649	1.4311615	1804
MTG2	0.03854333	0.055161428	1.4311166	1805
TRP53I11	0.068398625	0.097876765	1.4309547	1806
ANKRD37	0.058755327	0.08407572	1.430922	1807
DYNLT1C	0.033408377	0.047804162	1.4308606	1808
ZBTB10	0.024641085	0.03525885	1.4308386	1809
A430046D13RIK	0.018337816	0.026239417	1.4308131	1810
CDC42EP3	0.22399215	0.32048684	1.4307885	1811
TNFSF8	0.02917715	0.04174678	1.4307549	1812
MIGA1	0.014955385	0.02139885	1.4307501	1813
2900093K20RIK	0.023568721	0.033721603	1.4307171	1814
CXCL16	0.21515493	0.30781615	1.4306654	1815
UBXN8	0.06573229	0.09403893	1.4306135	1816
OTUD7B	0.040595938	0.05807784	1.4305966	1817
PRICKLE3	0.053550344	0.07660435	1.4304843	1818
6720427I07RIK	0.011088703	0.01586313	1.4304378	1819
PAPOLG	0.06120802	0.08754961	1.4303384	1820
PLCB4	0.04204081	0.060130984	1.4302664	1821
LSS	0.028089859	0.04017711	1.4302557	1822
RFFL	0.059504595	0.08509937	1.4301071	1823
FBXL8	0.02212081	0.031634398	1.4300095	1824
CRYBG3_2	0.023717903	0.033918228	1.4300083	1825
2610002M06RIK	0.07429542	0.10624044	1.4299537	1826
SNX22	0.047010794	0.06721735	1.4297976	1827
ANKZF1	0.043756414	0.06256169	1.4297392	1828
KDM5B	0.109523505	0.15658464	1.4296768	1829
IFI204	0.8716261	1.2460961	1.4296207	1830
CUEDC1	0.019766225	0.028259087	1.4295931	1831
TMTC2	0.0148288915	0.021199878	1.4295369	1832
GM48226	0.011710377	0.016741578	1.4295139	1833
POLG2	0.029766547	0.042551655	1.4294646	1834
ZC2HC1A	0.020474132	0.029267743	1.4294288	1835
CEP290	0.069966376	0.100013226	1.4294266	1836
SMYD3	0.03311409	0.04733548	1.4294233	1837
GM45051	0.011942964	0.017072028	1.4293435	1838
ADGRG5	0.089835875	0.12840575	1.4293212	1839
GM20342	0.014783252	0.02113073	1.4292728	1840
FBXO30	0.057555243	0.08225115	1.4290569	1841
ZFP296	0.015118753	0.021606661	1.4290353	1842
EPM2AIP1	0.07697113	0.109982386	1.42886	1843
CDS2	0.10271273	0.1467635	1.4288597	1844
SPICE1	0.05168975	0.07385187	1.428725	1845
LRSAM1	0.013446557	0.019212557	1.4287024	1846
IFT81	0.010933333	0.015621548	1.4286695	1847
ZFP87	0.05476731	0.078241825	1.4285967	1848
LCMT2	0.029748857	0.042497795	1.4285041	1849
HOOK1	0.018236807	0.026052045	1.4284637	1850
9330160F10RIK	0.03914393	0.055911325	1.4283159	1851
ZFP595	0.03361565	0.048015155	1.4283148	1852
TMCC1	0.19035348	0.27187324	1.4282471	1853
DCAF17	0.04946748	0.07065295	1.4282417	1854
ACAT2	0.033519655	0.047873054	1.4281659	1855
SLC52A2	0.031219173	0.04458488	1.4280792	1856
HERC3	0.051278643	0.07323079	1.4280674	1857
PDLIM1	0.26279116	0.37527296	1.4280218	1858
HGF	0.020002274	0.028565109	1.4280217	1859
GM37233	0.011667307	0.01666171	1.4279457	1860
2610301B20RIK	0.023752432	0.033918444	1.4279386	1861
RILPL1	0.020006916	0.028569866	1.4279281	1862
SMIM8	0.0623228	0.0889924	1.427904	1863
ZFP12	0.021525797	0.030734934	1.4277524	1864
NAT8F1	0.010491446	0.014979601	1.4276558	1865
CRBN	0.09215473	0.1315564	1.4275446	1866
AMN1	0.057444368	0.08199757	1.4274011	1867
ARNTL	0.04636817	0.06618624	1.427376	1868
C030034I22RIK	0.032228567	0.046001926	1.4273207	1869
MKL2	0.05112333	0.072969586	1.4272968	1870
1500015A07RIK	0.019900097	0.028403532	1.4272345	1871
SCAI	0.026877388	0.038360227	1.4271773	1872
SLAMF9	0.23928331	0.3414991	1.4271687	1873
CKS2	0.15636557	0.2231476	1.4270799	1874
STK26	0.09938939	0.14183606	1.4270601	1875
NFIA	0.034747638	0.04958639	1.4270024	1876
4732440D04RIK	0.010556157	0.015064619	1.4269578	1877
NKIRAS1	0.035792347	0.051075093	1.4269438	1878
FKBPL	0.017360186	0.024773115	1.4269253	1879
NOTCH4	0.010489079	0.014968117	1.4268831	1880
GPATCH3	0.017510582	0.024986869	1.4268767	1881
HMGB1-PS8	0.0476664	0.06801383	1.4268417	1882
CCDC180	0.050272517	0.07173172	1.4268291	1883
CENPO	0.024612645	0.03511912	1.426815	1884
DTWD2	0.014587475	0.020814588	1.426783	1885
GM15987	0.04901274	0.06993069	1.4267569	1886
SQLE	0.06594609	0.09409026	1.4267539	1887
TAF8	0.040790036	0.058196753	1.4267045	1888
TSIX	0.015231998	0.02173246	1.42667	1889
GM15133	0.013629242	0.019444956	1.4266038	1890
LINS1	0.023611845	0.03368584	1.4265896	1891
ADGRL1	0.022205817	0.03167848	1.4265205	1892
ALMS1	0.01598127	0.02279862	1.4264945	1893
DOCK5	0.12418906	0.1771543	1.4264773	1894
OAS3	0.3166516	0.45167226	1.4263967	1895
RAB26OS	0.017253036	0.024609998	1.4263328	1896
NDOR1	0.018948471	0.027026866	1.4262596	1897
BC028528	0.3191555	0.45519334	1.4262385	1898
D430042O09RIK	0.03984358	0.05682352	1.4261292	1899
MSRB1	0.743362	1.0601115	1.426102	1900
PHYKPL	0.03693168	0.052665785	1.4259943	1901
IRS2	0.1031979	0.14715591	1.4259446	1902
CCDC15	0.0104445685	0.01489366	1.4258353	1903
AGO3	0.07764161	0.110700846	1.4257745	1904
ZKSCAN1	0.0556312	0.07931896	1.4257743	1905
HLX	0.14704944	0.20965654	1.4257457	1906
MIR22HG	0.24177854	0.34470737	1.4257095	1907
ERCC5	0.06896154	0.09831747	1.4256649	1908
RBL2	0.18447766	0.26298064	1.4255342	1909
JRKL	0.061811306	0.08811496	1.4255246	1910
NUDT7	0.02288189	0.032619927	1.425516	1911
PHF7	0.030544093	0.043540284	1.4254428	1912
ITGA6	0.09667184	0.13779296	1.4253534	1913
ADAL	0.017595561	0.025079746	1.425264	1914
ADAMTSL4	0.039863437	0.0568157	1.4252228	1915
NCK2	0.04032303	0.057470467	1.4252164	1916
ZFP719	0.016725719	0.023839017	1.4252058	1917
ZBTB38	0.10227752	0.14576326	1.4251602	1918
UBE2S	0.05116017	0.072906695	1.4250396	1919
HEMK1	0.019360607	0.02759066	1.425019	1920
SGSM2	0.03684286	0.05250284	1.4250093	1921
WDR6	0.044253685	0.06305451	1.4248099	1922
D930016D06RIK	0.016049493	0.02286873	1.4247992	1923
NCKAP5L	0.014044492	0.02001156	1.4247674	1924
SC5D	0.110954724	0.15808588	1.4247655	1925
MALSU1	0.06704581	0.095524356	1.4247414	1926
USP20	0.018581267	0.026473138	1.4246452	1927
ANKRD16	0.07108743	0.1012722	1.4245948	1928
THADA	0.036043942	0.051349234	1.4245893	1929
MYLIP	0.1597985	0.22763139	1.4244813	1930
PLEKHA8	0.010298451	0.01467018	1.4243652	1931
5031425E22RIK	0.11345075	0.16159429	1.4243437	1932
1600010M07RIK	0.08707106	0.123997465	1.4240787	1933
TMEM203	0.049953755	0.07113888	1.4240663	1934
CSF2RB2	0.09946361	0.14164202	1.4240444	1935
BBS4	0.024760177	0.035259817	1.423996	1936
FAM160B2	0.033890195	0.04825956	1.4239558	1937
HDAC7	0.06784137	0.09660174	1.4239146	1938
ARHGEF18	0.06931869	0.09870525	1.4239136	1939
DCAF1	0.050464306	0.07185544	1.4238583	1940
ABCA1	0.1581433	0.22517198	1.4238389	1941
ZCWPW1	0.03145583	0.0447881	1.4237958	1942
NCAPG	0.05487481	0.07812883	1.423739	1943
FOCAD	0.023815153	0.033906836	1.4236907	1944
PDE3B	0.12397338	0.17650022	1.423683	1945
BCL2L1	0.12305209	0.17518672	1.4236678	1946
SPINK2	0.010468849	0.014905386	1.4236486	1947
P4HA2	0.012728116	0.018120361	1.4235365	1948
ZCCHC4	0.042239837	0.06013082	1.4235234	1949
SYNE2	0.07702255	0.109641686	1.4234827	1950
GM4430_2	0.014311194	0.020372557	1.4234405	1951
GSTT2	0.025187152	0.03585381	1.4234395	1952
GM5617	0.05195653	0.07395816	1.4234349	1953
4833445I07RIK	0.014258012	0.020296033	1.4233829	1954
PIWIL2	0.02067282	0.029426761	1.4233828	1955
GM13012	0.020375408	0.029001793	1.4233025	1956
LAPTM4B	0.020634612	0.029370427	1.4232883	1957
2410022M11RIK	0.012124287	0.017257743	1.4232852	1958
PLEKHA5	0.080559775	0.11465956	1.4232678	1959
RWDD2A	0.01473818	0.02097739	1.4232401	1960
FDFT1	0.070455894	0.10027289	1.4231807	1961
MAST4	0.016542941	0.023544807	1.423168	1962
GM26778	0.018981114	0.027011313	1.4229876	1963
ARMCX5	0.03261428	0.046408966	1.4229211	1964
PDCD4	0.31217065	0.4441791	1.422868	1965
DCAF6	0.04011948	0.057083294	1.422797	1966
COQ4	0.016296072	0.02318678	1.4227574	1967
4930578M01RIK	0.020150315	0.02866844	1.4226586	1968
DNAJB1	0.5777108	0.82185566	1.4226049	1969
ZFP369	0.026314324	0.037435587	1.4225775	1970
GTDC1	0.040455963	0.05755158	1.4225384	1971
HSPA4L	0.09843852	0.14002883	1.422486	1972
MICAL3	0.013550672	0.01927671	1.42246	1973
SPINT1	0.1466106	0.2085364	1.4223732	1974
HIST2H2AC	0.037392575	0.053186357	1.4223396	1975
CBX8	0.032256763	0.045881268	1.4223326	1976
FAM92A	0.02779009	0.039527588	1.4223115	1977
TREM2	0.14450836	0.20553726	1.4223111	1978
GPR183	0.27204233	0.38692632	1.4222965	1979
BTBD6	0.016008327	0.022769917	1.4222907	1980
MX2	0.10107515	0.14375956	1.4222897	1981
RNF149	0.08282507	0.11779707	1.4222221	1982
TTC32	0.03736585	0.05313592	1.422007	1983
IFT27	0.042810295	0.06087688	1.4219818	1984
GM10053	0.016065756	0.022846187	1.4219539	1985
RAP1GAP2	0.068538316	0.09745244	1.4218473	1986
ISG15	0.86984134	1.2367823	1.4218465	1987
CHST11	0.10466084	0.14880998	1.4218171	1988
ZEB1	0.10110174	0.14374107	1.4217327	1989
ZBTB20	0.092539154	0.13156582	1.4217161	1990
AP5B1	0.01645212	0.023391606	1.4217124	1991
TNFAIP8L1	0.015742736	0.022383038	1.4217107	1992
OTUD1	0.058235493	0.08279507	1.4217043	1993
GM43848	0.010090707	0.014344722	1.4214367	1994
CDH1	0.030031163	0.04268845	1.4214245	1995
C130050O18RIK	0.042099133	0.059840485	1.4213848	1996
SP3OS	0.050209448	0.07136821	1.4213817	1997
ALAD	0.06259572	0.08897163	1.4213465	1998
PPP1R12B	0.026283225	0.03735724	1.4212799	1999
OASL2	0.69656783	0.9900012	1.4212539	2000
KBTBD7	0.05935676	0.08435737	1.4211684	2001
BC052040	0.013061878	0.018563995	1.4211259	2002
ZFAT	0.018733894	0.02662381	1.4210814	2003
GM28438	0.21057488	0.29923722	1.4210422	2004
FXYD2	0.015983172	0.022713017	1.4209692	2005
PEX16	0.04559847	0.06478993	1.4208484	2006
ORMDL3	0.053582177	0.07612755	1.4207361	2007
MED18	0.01226149	0.01742111	1.4206828	2008
METTL26	0.08500198	0.120753765	1.4205827	2009
MEX3B	0.030295875	0.043036774	1.4205021	2010
GRASP	0.041334987	0.058717605	1.4204961	2011
TAF4B	0.028524285	0.04051989	1.4204903	2012
AGAP2	0.025908638	0.03680435	1.4204887	2013
SDHAF3	0.024296692	0.034511127	1.4203459	2014
AHNAK2	0.011671442	0.016578542	1.4203148	2015
2210406H18RIK	0.032309957	0.045891322	1.4203023	2016
STRBP	0.08474161	0.12035602	1.420254	2017
TANC1	0.012041951	0.01710368	1.4202234	2018
ABHD10	0.050861266	0.07223508	1.4202096	2019
ARID3B	0.04972267	0.0706137	1.4201224	2020
TCEA3	0.013751798	0.019530619	1.4201196	2021
CCNE2	0.024431132	0.034695614	1.4200813	2022
DYNC2H1	0.024821522	0.03524968	1.4200685	2023
TRIM39	0.052938823	0.07517742	1.4200543	2024
FAM210B	0.02732157	0.03879845	1.4200147	2025
ELDR	0.012976731	0.018428382	1.4200002	2026
FAM214A	0.04096176	0.058167018	1.4199976	2027
MCCC1	0.02913553	0.04137346	1.4199859	2028
TCHP	0.039229427	0.055704966	1.419943	2029
ERCC6	0.047428887	0.06733577	1.4196907	2030
MIR5136	0.017697267	0.02512594	1.4196836	2031
PWWP2B	0.034200806	0.048554167	1.4196376	2032
RNF24	0.024329122	0.034539413	1.4196153	2033
ARMC7	0.08263898	0.11731537	1.4195958	2034
CDK5RAP1	0.028114654	0.039910145	1.419499	2035
CXCR4	0.522455	0.7415767	1.4194051	2036
H2-OA	0.16257735	0.23075835	1.4193671	2037
TEFM	0.019176811	0.02721909	1.4193012	2038
GM22574	0.019702578	0.027964037	1.4192364	2039
A530064D06RIK	0.12747633	0.18091881	1.4192234	2040
MRPS36	0.037090022	0.052639443	1.4191964	2041
KANSL1L	0.052055344	0.07387701	1.419174	2042
RAB11FIP2	0.030302925	0.043005288	1.4191326	2043
TRIM7	0.011110531	0.015768658	1.4191256	2044
CD300LD3	0.010391547	0.014748074	1.419101	2045
TMEM171	0.021819422	0.030964768	1.4190727	2046
CCDC17	0.011775192	0.01671001	1.4189655	2047
ZFP3	0.011054296	0.015686488	1.4189116	2048
ZFP456	0.014978469	0.021254273	1.4188936	2049
LDLRAP1	0.10251571	0.14545716	1.4188629	2050
FTX	0.02296269	0.032582324	1.4188627	2051
TMEM176B	0.7477986	1.0609161	1.418717	2052
CDCA7L	0.059910268	0.0849931	1.4186498	2053
LONRF1	0.031632893	0.044876	1.4186052	2054
MCM2	0.15931346	0.22599636	1.4185553	2055
B230307C23RIK	0.06022001	0.085424	1.4185083	2056
CENPJ	0.04391626	0.062296044	1.4184867	2057
L3MBTL3	0.07571347	0.10739196	1.418381	2058
JMY	0.032853704	0.046600267	1.4183743	2059
1700056E22RIK	0.015623785	0.022160852	1.4183141	2060
NAIF1	0.019833293	0.02813115	1.4183086	2061
SLC25A40	0.018963732	0.026897186	1.418274	2062
FAM120B	0.055355	0.078507595	1.418231	2063
RBM48	0.039145086	0.05551717	1.4182049	2064
4921531C22RIK	0.017268268	0.024490876	1.4181768	2065
AGRN	0.046777513	0.06634014	1.4181756	2066
GM15920	0.012932419	0.01834178	1.4181695	2067
ARL4A	0.11370527	0.16124761	1.4181066	2068
6820431F20RIK	0.01964954	0.027866503	1.4181037	2069
TRUB1	0.017563278	0.024907904	1.4181	2070
LENG1	0.05283544	0.07492324	1.4180222	2071
ATG16L2	0.046403382	0.0658017	1.4180063	2072
NLRP1A	0.016140623	0.022888215	1.4179624	2073
ANKRD13D	0.021072023	0.029879915	1.4179226	2074
P2RY10	0.2731767	0.38734484	1.4179225	2075
MTHFD2L	0.01441889	0.020445425	1.4178628	2076
CCSER2	0.09312807	0.13203777	1.4177934	2077
ELL	0.10355363	0.14681385	1.4177431	2078
GM8797	0.12243839	0.17358685	1.4177369	2079
CD300LB	0.13491368	0.19127315	1.4177341	2080
ULK1	0.054766133	0.07764226	1.4176799	2081
BLM	0.037454095	0.05309377	1.4175314	2082
ABCG2	0.020703588	0.02934813	1.4174699	2083
PMS1	0.026431676	0.037467174	1.4174567	2084
BCR	0.05093841	0.072202966	1.4174285	2085
HELZ	0.1214547	0.17214456	1.4173445	2086
PFKFB4	0.17419882	0.2468974	1.417323	2087
CREB3L2	0.04252856	0.06027783	1.4173162	2088
TMEM18	0.034591455	0.049023442	1.4171716	2089
ABHD14B	0.017701885	0.025086714	1.4170974	2090
ACBD4	0.017870795	0.025325589	1.4170703	2091
PLAU	0.1090519	0.1545247	1.4169701	2092
MAP3K12	0.023714084	0.033603434	1.4169645	2093
TEF	0.03405796	0.048260257	1.4169621	2094
PTGER2	0.035969485	0.050967664	1.4169302	2095
MFSD6	0.14474012	0.2050861	1.4169166	2096
HK3	0.14203987	0.20125972	1.4169142	2097
SORT1	0.033308953	0.047197282	1.4169123	2098
AU020206	0.15262474	0.21625711	1.4169111	2099
KBTBD4	0.0312719	0.044306085	1.4167565	2100
PILRB2	0.1797858	0.25470218	1.4166901	2101
ZDHHC18	0.16202386	0.22953564	1.4166692	2102
GM15417	0.041149836	0.05829684	1.4166625	2103
RASA2	0.16699748	0.23658045	1.4166623	2104
ZFP52	0.072596915	0.10284671	1.4166621	2105
ASRGL1	0.052311547	0.07410866	1.4166517	2106
ZFP995	0.03792818	0.053730994	1.4166138	2107
MAP4K2	0.17114452	0.24244475	1.4166001	2108
PDLIM2	0.0896219	0.12695901	1.4165912	2109
FCHSD1	0.016993819	0.024074258	1.4165646	2110
CPED1	0.018505448	0.026214747	1.4165195	2111
BBS2	0.010370114	0.014690456	1.416478	2112
SLC11A1	0.28609806	0.40523505	1.4164151	2113
